EZID	GENE	GeneType	CHR	FROM	TO
100418822	LOC100418822	pseudo	1	235523679	235525878
100418723	LOC100418723	pseudo	1	42007738	42009818
100328982	LOC100328982	pseudo	1	41025011	41026726
100302291	LOC100302291	pseudo	1	174329614	174337102
100291628	LOC100291628	pseudo	1	204497220	204498834
100289500	LOC100289500	pseudo	1	93197574	93198174
100288703	LOC100288703	pseudo	1	231253385	231254117
100288379	LOC100288379	pseudo	1	1604721	1605873
100287840	LOC100287840	pseudo	1	116119846	116120405
100271842	LOC100271842	pseudo	1	227466145	227467223
100271717	LOC100271717	pseudo	1	182924324	182924932
100271656	LOC100271656	pseudo	1	109305120	109310266
100270670	LOC100270670	pseudo	1	151750376	151751105
100216488	LOC100216488	pseudo	1	248328900	248336000
100192389	LOC100192389	pseudo	1	118242050	118242880
100190934	LOC100190934	pseudo	1	52625677	52626272
100189199	TRL-CAA4-1	pseudo	1	249168053	249168158
100189133	TRR-TCT1-1	pseudo	1	94313128	94313212
100132571	LOC100132571	pseudo	1	150752824	150756948
100132179	LOC100132179	pseudo	1	221723302	221724001
100132108	LOC100132108	pseudo	1	155815122	155817063
100131939	LOC100131939	pseudo	1	186549755	186550325
100131918	LOC100131918	pseudo	1	229824678	229825841
100131747	LOC100131747	pseudo	1	203322410	203322910
100131725	LOC100131725	pseudo	1	235778699	235779893
100131495	LOC100131495	pseudo	1	78508770	78509895
100131465	LOC100131465	pseudo	1	247347095	247348785
100131348	LOC100131348	pseudo	1	104469187	104470505
100131223	LOC100131223	pseudo	1	28447344	28447977
100130714	LOC100130714	pseudo	1	44653610	44654770
100130531	LOC100130531	pseudo	1	93744324	93744742
100130485	LOC100130485	pseudo	1	236448773	236450282
100130455	LOC100130455	pseudo	1	89389070	89389667
100130331	LOC100130331	pseudo	1	238025474	238091620
100130270	LOC100130270	pseudo	1	65384051	65384523
100130137	LOC100130137	pseudo	1	192769701	192770302
100130018	LOC100130018	pseudo	1	146790799	146792094
100129949	LOC100129949	pseudo	1	243045355	243046832
100129948	LOC100129948	pseudo	1	212820615	212823660
100129776	LOC100129776	pseudo	1	8249885	8252832
100129734	LOC100129734	pseudo	1	176241599	176242393
100129586	LOC100129586	pseudo	1	149725736	149726292
100129573	LOC100129573	pseudo	1	184535620	184536991
100129497	LOC100129497	pseudo	1	38247687	38248571
100129381	LOC100129381	pseudo	1	1667257	1668729
100129205	LOC100129205	pseudo	1	65543094	65543304
100128958	LOC100128958	pseudo	1	240817413	240817923
100128362	LOC100128362	pseudo	1	41403773	41405431
100128093	LOC100128093	pseudo	1	36545920	36546934
100128091	LOC100128091	pseudo	1	40183646	40184464
100127934	LOC100127934	pseudo	1	93397134	93397742
100126822	LOC100126822	pseudo	1	227451026	227452890
100113374	LOC100113374	pseudo	1	163206954	163209776
729973	LOC729973	pseudo	1	27975889	27976450
729930	LOC729930	pseudo	1	89754940	89756044
729856	LOC729856	pseudo	1	23997266	23997733
724084	LOC724084	pseudo	1	224362848	224363611
724060	LOC724060	pseudo	1	52626716	52629152
653631	LOC653631	pseudo	1	78275452	78277619
653513	LOC653513	pseudo	1	144676436	144680024
652549	LOC652549	pseudo	1	79214756	79216540
647150	LOC647150	pseudo	1	192215638	192216624
646970	LOC646970	pseudo	1	100797155	100798180
646870	LOC646870	pseudo	1	173331516	173333029
646804	LOC646804	pseudo	1	171052705	171054542
646430	LOC646430	pseudo	1	159527374	159527970
646347	LOC646347	pseudo	1	160864678	160866064
645965	LOC645965	pseudo	1	153824097	153825926
644060	LOC644060	pseudo	1	146522306	146525795
644006	LOC644006	pseudo	1	231157118	231159950
553139	LOC553139	pseudo	1	80555855	80558455
441914	LOC441914	pseudo	1	168338215	168338412
441887	LOC441887	pseudo	1	63825181	63826851
441880	LOC441880	pseudo	1	31960437	31961819
440568	LOC440568	pseudo	1	16361004	16366525
401957	LOC401957	pseudo	1	106434152	106436140
391136	LOC391136	pseudo	1	171731133	171732286
391092	LOC391092	pseudo	1	147313085	147314630
343508	LOC343508	pseudo	1	236274119	236275868
343165	LOC343165	pseudo	1	247393164	247394636
284620	LOC284620	pseudo	1	155560194	155561108
148430	LOC148430	pseudo	1	161375834	161376910
128136	LOC128136	pseudo	1	240136087	240137743
127011	LOC127011	pseudo	1	197191255	197192669
126987	LOC126987	pseudo	1	106623249	106624000
126860	LOC126860	pseudo	1	179555639	179556808
3553	IL1B	coding	2	113587327	113594355
7852	CXCR4	coding	2	136871918	136875718
4780	NFE2L2	coding	2	178095030	178129858
1493	CTLA4	coding	2	204732493	204738687
5133	PDCD1	coding	2	242792035	242801045
3417	IDH1	coding	2	209100950	209119794
338	APOB	coding	2	21224300	21266944
3557	IL1RN	coding	2	113875547	113891590
238	ALK	coding	2	29415639	30144451
6772	STAT1	coding	2	191833874	191878896
54658	UGT1A1	coding	2	234668915	234681945
3552	IL1A	coding	2	113531501	113542069
2335	FN1	coding	2	216225587	216300790
841	CASP8	coding	2	202098165	202152433
4436	MSH2	coding	2	47630205	47710366
1803	DPP4	coding	2	162848754	162930724
1385	CREB1	coding	2	208394685	208470711
1545	CYP1B1	coding	2	38294651	38303292
3667	IRS1	coding	2	227596027	227664535
2034	EPAS1	coding	2	46524545	46613835
3685	ITGAV	coding	2	187454782	187545627
1788	DNMT3A	coding	2	25450742	25565458
4613	MYCN	coding	2	16080671	16087125
6323	SCN1A	coding	2	166841150	167005670
10018	BCL2L11	coding	2	111878490	111926021
6382	SDC1	coding	2	20400557	20425235
5624	PROC	coding	2	128176002	128186817
6868	ADAM17	coding	2	9628614	9695958
7341	SUMO1	coding	2	203070893	203103319
3329	HSPD1	coding	2	198351307	198364997
4072	EPCAM	coding	2	47596449	47614158
2492	FSHR	coding	2	49189295	49381653
7273	TTN	coding	2	179390715	179672149
7514	XPO1	coding	2	61704983	61765490
5610	EIF2AK2	coding	2	37326352	37384122
2641	GCG	coding	2	162999391	163008756
940	CD28	coding	2	204571361	204603634
8837	CFLAR	coding	2	201980886	202041409
7535	ZAP70	coding	2	98330038	98356322
2956	MSH6	coding	2	48010283	48034091
2066	ERBB4	coding	2	212240441	213403525
4691	NCL	coding	2	232318241	232329194
3579	CXCR2	coding	2	218990016	219001973
7520	XRCC5	coding	2	216974070	217071015
5443	POMC	coding	2	25383728	25391448
659	BMPR2	coding	2	203241049	203432471
6716	SRD5A2	coding	2	31747549	31806006
64135	IFIH1	coding	2	163123583	163175193
3485	IGFBP2	coding	2	217497550	217529158
1281	COL3A1	coding	2	189839098	189877471
3973	LHCGR	coding	2	48913912	48982862
5581	PRKCE	coding	2	45878813	46415128
9839	ZEB2	coding	2	145141647	145277685
27178	IL37	coding	2	113668741	113676458
7035	TFPI	coding	2	188328956	188419161
9173	IL1RL1	coding	2	102928022	102968496
6775	STAT4	coding	2	191894301	192016321
23451	SF3B1	coding	2	198254507	198299816
3655	ITGA6	coding	2	173292063	173371186
494324	MIR375	pseudo	2	219866366	219866429
3676	ITGA4	coding	2	182321931	182403666
6364	CCL20	coding	2	228678557	228682271
7849	PAX8	coding	2	113973573	114036497
6683	SPAST	coding	2	32288624	32382705
57007	ACKR3	coding	2	237478467	237490996
6335	SCN9A	coding	2	167051694	167232496
5077	PAX3	coding	2	223064605	223163716
10971	YWHAQ	coding	2	9724095	9771125
3554	IL1R1	coding	2	102686849	102796333
7039	TGFA	coding	2	70674415	70780957
2660	MSTN	coding	2	190920425	190927454
6869	TACR1	coding	2	75273589	75426645
9759	HDAC4	coding	2	239969863	240323342
8648	NCOA1	coding	2	24714122	24993570
3099	HK2	coding	2	75061253	75120485
6556	SLC11A1	coding	2	219246995	219261616
7173	TPO	coding	2	1417234	1547444
8452	CUL3	coding	2	225334866	225450079
11132	CAPN10	coding	2	241526150	241538520
55054	ATG16L1	coding	2	234160318	234204314
3938	LCT	coding	2	136545419	136594753
6654	SOS1	coding	2	39208689	39352008
9475	ROCK2	coding	2	11319884	11485562
580	BARD1	coding	2	215590369	215674406
30061	SLC40A1	coding	2	190425315	190445511
79054	TRPM8	coding	2	234826017	234928165
1386	ATF2	coding	2	175936986	176032930
8291	DYSF	coding	2	71680690	71913892
9451	EIF2AK3	coding	2	88856258	88926981
4929	NR4A2	coding	2	157180948	157189232
2191	FAP	coding	2	163027193	163099954
3577	CXCR1	coding	2	219027563	219031684
2736	GLI2	coding	2	121493443	121750228
2646	GCKR	coding	2	27719705	27746550
10461	MERTK	coding	2	112656183	112787137
57142	RTN4	coding	2	55199324	55364966
1674	DES	coding	2	220283098	220291455
274	BIN1	coding	2	127805598	127864729
3623	INHA	coding	2	220437031	220440432
7498	XDH	coding	2	31557186	31637607
6439	SFTPB	coding	2	85884429	85895863
406903	MIR10B	pseudo	2	177015030	177015139
406941	MIR149	pseudo	2	241395417	241395505
2168	FABP1	coding	2	88422500	88427580
91752	ZNF804A	coding	2	185463255	185804218
2202	EFEMP1	coding	2	56093101	56150916
29851	ICOS	coding	2	204801485	204826299
6741	SSB	coding	2	170655380	170668573
3488	IGFBP5	coding	2	217536827	217560271
8647	ABCB11	coding	2	169777290	169887833
8864	PER2	coding	2	239152684	239197250
90	ACVR1	coding	2	158592957	158732841
6670	SP3	coding	2	174765502	174830429
5903	RANBP2	coding	2	109335937	109402264
9290	GPR55	coding	2	231772042	231789956
54600	UGT1A9	coding	2	234580543	234681945
5966	REL	coding	2	61108708	61158746
23314	SATB2	coding	2	200134222	200335988
1639	DCTN1	coding	2	74588281	74618992
1285	COL4A3	coding	2	228029339	228179507
1058	CENPA	coding	2	27008923	27017456
4036	LRP2	coding	2	169983618	170219043
189	AGXT	coding	2	241808240	241819916
2571	GAD1	coding	2	171673396	171717660
151	ADRA2B	coding	2	96778623	96782309
6326	SCN2A	coding	2	166095923	166248813
9378	NRXN1	coding	2	50145640	51259269
1421	CRYGD	coding	2	208986330	208989247
52	ACP1	coding	2	264946	278282
27429	HTRA2	coding	2	74756531	74760682
2744	GLS	coding	2	191745546	191830277
6664	SOX11	coding	2	5832515	5841516
6241	RRM2	coding	2	10262694	10351135
2274	FHL2	coding	2	105974168	106054985
8828	NRP2	coding	2	206547224	206662854
3398	ID2	coding	2	8822185	8824590
925	CD8A	coding	2	87011727	87035518
5093	PCBP1	coding	2	70314608	70316334
53335	BCL11A	coding	2	60677654	60780788
388	RHOB	coding	2	20646834	20649200
1593	CYP27A1	coding	2	219646869	219680015
2071	ERCC3	coding	2	128014865	128051719
4880	NPPC	coding	2	232786518	232791105
699	BUB1	coding	2	111395104	111435639
3635	INPP5D	coding	2	233925051	234116548
22925	PLA2R1	coding	2	160788516	160919125
23175	LPIN1	coding	2	11817669	11967534
4953	ODC1	coding	2	10580093	10588452
7850	IL1R2	coding	2	102608421	102645005
3625	INHBB	coding	2	121103711	121109378
3030	HADHA	coding	2	26413503	26467499
4133	MAP2	coding	2	210288770	210598835
6546	SLC8A1	coding	2	40321662	40739574
3694	ITGB6	coding	2	160956181	161056782
5967	REG1A	coding	2	79347613	79350534
4760	NEUROD1	coding	2	182533021	182545243
51141	INSIG2	coding	2	118846046	118868572
4211	MEIS1	coding	2	66662256	66801000
805	CALM2	coding	2	47387220	47404074
3549	IHH	coding	2	219919145	219925642
407017	MIR26B	pseudo	2	219267368	219267444
7130	TNFAIP6	coding	2	152214105	152236559
1373	CPS1	coding	2	211342408	211543830
64241	ABCG8	coding	2	44066109	44110126
54578	UGT1A6	coding	2	234600315	234681945
2677	GGCX	coding	2	85771842	85788615
55704	CCDC88A	coding	2	55514977	55646991
843	CASP10	coding	2	202047863	202094128
5757	PTMA	coding	2	232573234	232578260
7072	TIA1	coding	2	70436575	70475924
10578	GNLY	coding	2	85921480	85925974
4052	LTBP1	coding	2	33172019	33624575
406915	MIR128-1	pseudo	2	136422966	136423047
4175	MCM6	coding	2	136597195	136634012
5270	SERPINE2	coding	2	224839761	224904002
5861	RAB1A	coding	2	65313987	65357239
250	ALPP	coding	2	233243460	233247598
112597	CYTOR	pseudo	2	87754945	87821036
64240	ABCG5	coding	2	44039610	44065977
7277	TUBA4A	coding	2	220114431	220119461
92	ACVR2A	coding	2	148602085	148688390
406999	MIR217	pseudo	2	56210101	56210210
5500	PPP1CB	coding	2	28974469	29025805
10203	CALCRL	coding	2	188206690	188312978
151306	GPBAR1	coding	2	219124218	219128583
6711	SPTBN1	coding	2	54683463	54898582
7349	UCN	coding	2	27530267	27531312
1286	COL4A4	coding	2	227867429	228028920
7840	ALMS1	coding	2	73612885	73837045
1293	COL6A3	coding	2	238232660	238322806
27436	EML4	coding	2	42396492	42559687
4249	MGAT5	coding	2	134877505	135212191
3777	KCNK3	coding	2	26915589	26956287
55818	KDM3A	coding	2	86668493	86719838
5163	PDK1	coding	2	173420100	173490350
8575	PRKRA	coding	2	179296140	179315901
54577	UGT1A7	coding	2	234590546	234681945
23020	SNRNP200	coding	2	96940075	96971283
26525	IL36RN	coding	2	113816214	113822320
4703	NEB	coding	2	152341852	152591000
10128	LRPPRC	coding	2	44113362	44223127
10097	ACTR2	coding	2	65454964	65498386
1653	DDX1	coding	2	15731991	15771224
72	ACTG2	coding	2	74120134	74146991
10096	ACTR3	coding	2	114647510	114720172
80326	WNT10A	coding	2	219745573	219758649
27347	STK39	coding	2	168810531	169104104
790	CAD	coding	2	27440236	27466810
5707	PSMD1	coding	2	231921580	232037540
4735	SEPTIN2	coding	2	242254769	242293441
2673	GFPT1	coding	2	69546911	69614358
307	ANXA4	coding	2	69870939	70054243
2043	EPHA4	coding	2	222282746	222438921
91543	RSAD2	coding	2	7017907	7038369
2591	GALNT3	coding	2	166604097	166650756
8324	FZD7	coding	2	202898577	202903163
9381	OTOF	coding	2	26680070	26781623
3357	HTR2B	coding	2	231972943	231989755
1796	DOK1	coding	2	74776231	74784677
79840	NHEJ1	coding	2	219934078	220025536
3239	HOXD13	coding	2	176957448	176960671
56300	IL36G	coding	2	113735582	113743234
3336	HSPE1	coding	2	198365102	198368172
390	RND3	coding	2	151324706	151344208
6519	SLC3A1	coding	2	44502618	44548632
26058	GIGYF2	coding	2	233562040	233725314
4867	NPHP1	coding	2	110880924	110962589
84168	ANTXR1	coding	2	69240275	69476458
1261	CNGA3	coding	2	98962918	99015063
2817	GPC1	coding	2	241375079	241407492
1622	DBI	coding	2	120124552	120130118
50485	SMARCAL1	coding	2	217277206	217347775
84639	IL1F10	coding	2	113825546	113833419
1134	CHRNA1	coding	2	175612319	175629199
3987	LIMS1	coding	2	109150126	109303701
28951	TRIB2	coding	2	12857061	12882859
6672	SP100	coding	2	231280915	231410320
547	KIF1A	coding	2	241653183	241760819
54657	UGT1A4	coding	2	234627381	234681945
10058	ABCB6	coding	2	220074493	220083679
6233	RPS27A	coding	2	55459038	55462988
100302142	MIR1246	pseudo	2	177465707	177465779
5068	REG3A	coding	2	79384131	79386878
10913	EDAR	coding	2	109510926	109605675
2487	FRZB	coding	2	183698001	183731364
8809	IL18R1	coding	2	102972255	103015235
9448	MAP4K4	coding	2	102314168	102511151
57679	ALS2	coding	2	202564989	202645655
51455	REV1	coding	2	100016939	100106478
3176	HNMT	coding	2	138722042	138773933
30818	KCNIP3	coding	2	95963094	96051824
406998	MIR216A	pseudo	2	56216084	56216193
50489	CD207	coding	2	71057341	71062945
4118	MAL	coding	2	95691452	95719736
4144	MAT2A	coding	2	85766290	85772403
117581	TWIST2	coding	2	239756725	239832229
10890	RAB10	coding	2	26256952	26360322
23671	TMEFF2	coding	2	192813771	193059658
150684	COMMD1	coding	2	62115525	62368320
3032	HADHB	coding	2	26467806	26513332
10130	PDIA6	coding	2	10923516	10977837
64682	ANAPC1	coding	2	112525216	112641769
8462	KLF11	coding	2	10183676	10194962
10575	CCT4	coding	2	62095219	62115805
8440	NCK2	coding	2	106361368	106510727
57818	G6PC2	coding	2	169757800	169766509
84417	ECRG4	coding	2	106682143	106694610
200576	PIKFYVE	coding	2	209130978	209223469
80704	SLC19A3	coding	2	228548478	228582743
4148	MATN3	coding	2	20191812	20212428
58484	NLRC4	coding	2	32449517	32490811
10213	PSMD14	coding	2	162164935	162268227
525	ATP6V1B1	coding	2	71163029	71192560
98	ACYP2	coding	2	54198249	54532436
57448	BIRC6	coding	2	32582095	32843965
10989	IMMT	coding	2	86371058	86422584
5798	PTPRN	coding	2	220154344	220174122
56287	GKN1	coding	2	69201767	69208107
4999	ORC2	coding	2	201773699	201828382
248	ALPI	coding	2	233320862	233325462
5534	PPP3R1	coding	2	68405988	68479663
200424	TET3	coding	2	74212036	74335302
10617	STAMBP	coding	2	74056087	74100782
822	CAPG	coding	2	85621875	85641138
23192	ATG4B	coding	2	242577107	242613271
8604	SLC25A12	coding	2	172639914	172750753
8673	VAMP8	coding	2	85804708	85809153
7837	PXDN	coding	2	1635658	1748286
3514	IGKC	pseudo	2	89156873	89157195
220988	HNRNPA3	coding	2	178077421	178088686
63892	THADA	coding	2	43457989	43823176
26154	ABCA12	coding	2	215796265	216003348
22807	IKZF2	coding	2	213864421	214017179
6344	SCTR	coding	2	120197418	120282058
471	ATIC	coding	2	216176781	216214486
7361	UGT1A	pseudo	2	234494084	234681944
3236	HOXD10	coding	2	176981505	176984664
106560211	LOC106560211	pseudo	2	21263959	21272212
6201	RPS7	coding	2	3622849	3628509
7447	VSNL1	coding	2	17721238	17838284
4862	NPAS2	coding	2	101436600	101613290
54575	UGT1A10	coding	2	234545122	234681950
1290	COL5A2	coding	2	189896623	190044486
3431	SP110	coding	2	231029901	231090350
2181	ACSL3	coding	2	223725753	223809356
6432	SRSF7	coding	2	38970740	38978635
3069	HDLBP	coding	2	242166705	242255086
10574	CCT7	coding	2	73461435	73480132
10797	MTHFD2	coding	2	74425741	74444691
7456	WIPF1	coding	2	175424301	175547640
57498	KIDINS220	coding	2	8861210	8977742
54576	UGT1A8	coding	2	234526278	234681945
9168	TMSB10	coding	2	85132779	85133794
80204	FBXO11	coding	2	48034058	48133636
87178	PNPT1	coding	2	55861195	55920978
57504	MTA3	coding	2	42721249	42984085
2995	GYPC	coding	2	127413733	127454242
10267	RAMP1	coding	2	238768265	238820747
2863	GPR39	coding	2	133174377	133404154
1123	CHN1	coding	2	175663536	175870108
55120	FANCL	coding	2	58386377	58468514
10746	MAP3K2	coding	2	128056243	128146040
22930	RAB3GAP1	coding	2	135809861	135928279
23683	PRKD3	coding	2	37477644	37551975
10713	USP39	coding	2	85829983	85876405
251	ALPG	coding	2	233271553	233275423
7855	FZD5	coding	2	208627321	208634629
5899	RALB	coding	2	121010427	121052285
8685	MARCO	coding	2	119699769	119752235
1716	DGUOK	coding	2	74154006	74186072
27179	IL36A	coding	2	113763035	113765620
25953	PNKD	coding	2	219135241	219211515
8890	EIF2B4	coding	2	27587218	27593204
7429	VIL1	coding	2	219283845	219318017
79065	ATG9A	coding	2	220084101	220094357
55183	RIF1	coding	2	152266415	152338685
5433	POLR2D	coding	2	128601126	128615728
246243	RNASEH1	coding	2	3579402	3605922
1876	E2F6	coding	2	11584500	11606286
10010	TANK	coding	2	161993473	162092740
618	BCYRN1	pseudo	2	47562453	47562652
6295	SAG	coding	2	234216461	234255700
23369	PUM2	coding	2	20448451	20552013
1933	EEF1B2	coding	2	207024332	207027651
4084	MXD1	coding	2	70142240	70170076
55355	HJURP	coding	2	234745347	234763180
51602	NOP58	coding	2	203130485	203168383
9111	NMI	coding	2	152126983	152146181
3760	KCNJ3	coding	2	155555206	155714865
8520	HAT1	coding	2	172778970	172848599
119	ADD2	coding	2	70883915	70995331
4358	MPV17	coding	2	27532359	27545963
4719	NDUFS1	coding	2	206979540	207024167
10920	COPS8	coding	2	237994531	238009116
